Name,Undergrad School,Graduate School,Current Company,Current Title,Previous Companies,Previous Titles,Linkedin,EXIT,FOUNDER,STARTUP,UNDERGRAD,GRADUATE,COMPANY,SENIORITY,EXPERTISE,feature_vector
Manuel Rodriguez Dao,,,Meru.com,Co-Founder,['Kavak.com'],['Data Analyst'],https://www.linkedin.com/in/manuel-rodriguez-dao-aa78ab97,0,0,2,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Virgile Fiszman,Y Combinator,Ningbo University,FISZKO,Founder & CEO,"['Ningbo BEAMmax Lighting Technology Co., Ltd.', 'KUB', 'ComeBack Graphic', 'ESCEM', 'DECATHLON']","['Export Sales', 'Trade Sales Manager', 'Assistant Buyer', 'Moniteur de promotion', 'Vendeur sportif']",https://www.linkedin.com/in/virgile-fiszman-213ab39a,0,0,1,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Federico Moscato,,,Lemon Global Consulting,Freelance Consultant,"['Ningbo Beammax Lighting Technology Co Ltd', 'Industria y Procesadora de Cereales Inproceca, C.A.']","['Ecommerce Manager', 'Intern']",https://www.linkedin.com/in/federico-moscato-5112ab125,0,1,2,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Eduardo Mata Mitzunaga,,,Meru,COO & Founder,"['Nader, Hayaux & Goebel', 'Mijares, Angoitia, Cortes y Fuentes, S.C.']","['Associate', 'Law Clerk Associate']",https://www.linkedin.com/in/eduardo-mata-mitzunaga-680589147,0,1,2,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Joseph I.,Bentley University - McCallum Graduate School of Business,Bentley University - McCallum Graduate School of Business,eqtble,Co-Founder & CEO,"['Snap Inc.', 'WeWork', 'WeWork', 'Toys""R""Us', 'Toys""R""Us', 'Arsenal F.C', 'SR1', 'Continuum Energy Technologies', 'University of Alabama at Birmingham']","['Director, People Analytics & HR Technology', 'Director, People Analytics', 'Sr. Manager, People Analytics', 'Lead Data Scientist', 'Sr. Data Scientist', 'Data Scientist', 'Researcher', 'Researcher', 'Biostatistician - Data Analyst']",https://www.linkedin.com/in/joseph-ifiegbu,0,0,3,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1]
Gabe Horwitz,Harvard Business School,Harvard Business School,eqtble,Chief Product Officer & Co-Founder,"['WeWork', 'WeWork', 'Johnson & Johnson']","['Director, People Analytics & Product Management', 'Data Science Manager, People Analytics', 'Data Scientist']",https://www.linkedin.com/in/gabrielmhorwitz,0,0,2,1,1,1,2,3,[1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Ethan Veres,Yeshiva University,,eqtble,Co-Founder,"['Butterfly Network, Inc.', 'Jet', 'Lab49']","['Software Engineer', 'Software Developer', 'Software Developer']",https://www.linkedin.com/in/ethanveres,0,1,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Jeffrey Morgan,University of Waterloo,,Infra,Founder,"['Infra App', 'Docker, Inc', 'Kitematic (Acquired by Docker, Inc.)', 'Lightspeed Venture Partners', 'Twitter', 'Google']","['Founder', 'Senior Engineer, Product Manager', 'CEO, Co-Founder', 'Fellow', 'Software Engineering Intern', 'Software Engineering Intern']",https://www.linkedin.com/in/jmorganca,1,3,3,3,0,2,2,3,[0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 1]
Michael Chiang,University of Waterloo,,Infra – Infrastructure Identity,Co-Founder,"['Chef Software', 'Docker, Inc', 'Lightspeed Venture Partners', 'Kitematic', 'AMD', 'Cisco Systems', 'AMD']","['Product', 'Product', 'Summer Fellow', 'Co-founder (Acquired by Docker Inc.) ', 'Motherboard Design / Silicon Debug Engineering (Intern)', 'Project Consulting Engineer (Intern)', 'Associate Co-op Engineer - Memory Qualification']",https://www.linkedin.com/in/mchiang0610,1,3,3,3,0,1,1,3,[0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1]
Don Pansacola,Simon Fraser University,,NextPay,"CEO, Co-Founder, Senior Software Engineer","['Vessel Innovation Design Group', 'Cisco Systems Inc.', 'CleanClub', 'COCAHALA', 'QuikPiq', 'Red Rocket Creative Strategies', 'Simon Fraser University']","['CTO', 'Senior Software Engineer', 'CTO, Co-founder', 'Composer/Arranger, Producer, Co-founder', 'Designer and Developer, Co-founder', 'Lead Web Developer', 'Instructor']",https://www.linkedin.com/in/donpansacola,0,3,3,1,0,1,2,3,[1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Aldrich Tan,Simon Fraser University,,NextPay,"CXO, Co-founder","['Vessel Innovation Design Group', 'Remitly', 'Allovus', 'Artefact', 'IMS Health', 'Enactus SFU', 'Simon Fraser University', 'One Big Movement', 'Free Vancity', 'BlackBerry', 'SFU WIL']","['CXO,  Brand Consultant, Co-Founder', 'Sr. Product / UX Designer', 'UX / Interaction Designer', 'UX / Interaction Designer', 'UX Designer', 'Advisor / Creative Director', 'Teaching Assistant', 'Creative Director', 'Lead Designer', 'UX & Video Designer', 'Marketing & Promotions Assistant (Co-op)']",https://www.linkedin.com/in/aldricht,0,3,3,1,0,1,2,3,[1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Moustafa Mahmoud,"Arab Academy for Science, Technology and Maritime Transport","University of California, Berkeley",Camlist,Founder & CEO,"['Cognitev', 'ShopShopMe.com', 'SAP', 'SAS', 'EMC', 'Fadfadly.com', 'Oracle, Dubai', 'Oracle, Dubai', 'Sybase', 'Arabian Computer Company']","['Founder & CEO', 'CEO', 'Business Intelligence Leader', 'Enterprise Manager', 'Technical Sales Manager', 'Founder', 'Sales Specialist', 'Senior Sales Consultant', 'Senior Database Consultant', 'Database Adminstrator']",https://www.linkedin.com/in/mmahm,1,3,3,1,3,1,2,1,[1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1]
Maha El Refai,American University of Sharjah,"Edinburgh Business School, Heriot-Watt University",Camlist,Chief Product Officer,"['Cognitev', 'Discovery Communications, International Division - Fatafeat TV', 'Gulf News', 'Middle East Broadcasting Corp', 'Info2cell']","['Head Of Product', 'Digital Media Manager', 'Online Product Development Manager', 'Product Specialist', 'Account Executive']",https://www.linkedin.com/in/maharefai,0,1,2,1,1,1,3,3,[1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0]
Hana Mohan,"Indian Institute of Technology, Guwahati",,MagicBell ,CEO,"['SupportBee', 'Muziboo']","['CEO', 'Co-Founder']",https://www.linkedin.com/in/unamashana,1,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1]
Josue Montano,,,MagicBell ,Co-Founder,"['SupportBee', 'Banco Bisa S.A.', 'ATC Agencia de Talentos Creativos']","['Software Engineer', 'Java Software Engineer', 'Software Developer']",https://www.linkedin.com/in/josuemontanoa,0,2,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1]
Kyriakos Eleftheriou,Y Combinator,Imperial College Business School,Terra API,CEO and Founder,"['Y Combinator', 'cartaroo.com.cy', 'Cyprus National Guard']","['Batch W21', 'Founder', 'Special Forces - Mountain Commando']",https://www.linkedin.com/in/kyriakos-eleftheriou,0,2,3,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1]
Magnus Madsen,,,Reshape Biotech,Co-founder and Chief Revenue Officer,"['DanSTAR', 'DanSTAR', 'ICEpower', 'Sigma Industry']","['Vice Chairman', 'Member', 'Student assistant', 'Mechanical Engineering Consultant']",https://www.linkedin.com/in/magnusnm,0,1,1,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0]
Daniel Storgaard,DTU - Technical University of Denmark,,Reshape Biotech,Co-Founder,"['DanSTAR', 'Roskilde University', 'Mita-Teknik A/S', 'Mita-Teknik A/S', 'Mita-Teknik A/S']","['Board Member', 'Biofablab, Studentermedhjælper', 'Electronics Technician', 'Electronics Technician', 'Service Technician Trainee']",https://www.linkedin.com/in/danielstor,0,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Mo El Mahallawy,McMaster University,,Shepherd (YC W21),Co-Founder & CTO,"['Airbnb', 'Peek.com', 'Tilt.com']","['Senior Software Engineer', 'Software Engineer', 'Software Engineer']",https://www.linkedin.com/in/mmahalwy,0,1,3,1,0,1,2,3,[1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Justin Levine,Georgia Institute of Technology,,Shepherd,"Co-Founder, CEO","['Autodesk Construction Solutions', 'On Deck', 'BuildingConnected', 'TradeTapp', 'Hunter Roberts Construction Group', 'Granite Construction']","['Head of Risk Strategy for BuildingConnected', 'Fellow', 'VP of Risk Strategy - TradeTapp', 'Co-Founder, CEO', 'Manager, Enterprise Risk', 'Cost/Quality Engineer']",https://www.linkedin.com/in/justindlevine29,1,3,3,2,0,1,3,3,[0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 1]
Mit Patel,Auburn University,,"SwiftSku, Inc.",Founder & CEO,"['Southern Research', 'Panasonic Energy Corporation of America', 'Jetpep', 'TradeLoft']","['Mechanical Engineering CO-OP', 'Mechanical Engineering Intern', 'Employee', 'CTO and Co-Founder']",https://www.linkedin.com/in/mitpatel283,0,3,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Daniel Mazur,,,SwiftSku (YC W21),Co-Founder,"['Mazur Technologies', 'LJCC', 'TradeLoft']","['Founder', 'Director of Information Technology', 'Co-Founder']",https://www.linkedin.com/in/danielmazur1,0,3,3,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Alexander Murer,,,Kilobaser,CEO,"['Y Combinator', 'Anton Paar GmbH', 'Briefcase Biotec KG', 'Compuritas']","['Participant', 'Laboratory staff', 'CEO', 'Coordinator development assistant project, Tansania']",https://www.linkedin.com/in/alexander-murer,0,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Martin Jost,,,Kilobaser,Co-Founder,['Lyoness International'],['Web Application Developer'],https://www.linkedin.com/in/martinjost,0,1,1,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Bernhard Tittelbach,,,Kilobaser,CoFounder / CTO,"['reinisch.at', 'Freelance', 'mur.sat - ham radio space art project']","['Linux System Engineer & Software Developer', 'DevOps Engineer', 'Communications System Engineer']",https://www.linkedin.com/in/bernhard-tittelbach-a903a696,0,3,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Max Liben,University of Wisconsin-Madison,University of Wisconsin-Madison,H3X Technologies,Co-Founder and CTO,"['Tesla', 'University of Wisconsin-Madison', 'Wisconsin Racing', 'Wisconsin Racing', 'Wisconsin Racing', 'SpaceX', 'Tesla', 'Tesla']","['Powertrain Performance Modeling Engineer', 'Research Assistant', 'Electric Technical Advisor', 'Electric Technical Director', 'Electric Team President', 'Avionics Actuators Intern', 'Powertrain Architecture and Simulation Intern', 'Powertrain Architecture and Simulation Intern']",https://www.linkedin.com/in/max-liben,0,3,3,1,1,2,2,3,[1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Eric Maciolek,University of Wisconsin-Madison,,H3X Technologies,President & Co-Founder,"['COLSA', 'New Eagle', 'Wisconsin Racing', 'Bosch Engineering and Business Solutions', 'SpaceX', 'Wisconsin Racing - Formula SAE', 'Polaris Industries', 'University of Wisconsin-Madison', 'Global Precision Industries, Inc.', ""Neu's Building Center"", 'Daniel Boone Conservation League', 'Glacier Engineering']","['Engineer', 'Control Systems Engineer', 'R&D Powertrain Engineer', 'Motorsports Engineering Intern', 'Vehicle Engineering Intern', 'Team Principal', 'On-Road Powertrain Development Engineering Intern', 'Student Assistant', 'Engineering Intern', 'Repair Technician', 'Shooting Sports Puller', 'Assistant Manager']",https://www.linkedin.com/in/eric-maciolek731,0,0,3,1,0,1,3,3,[1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1]
Jason Sylvestre,University of Wisconsin-Madison,University of Wisconsin-Madison,H3X Technologies,Co-founder and CEO,"['Specter Engineering', 'University of Wisconsin-Madison', 'Wisconsin Racing', 'Wisconsin Racing', 'Tesla', 'MTS Systems Corporation', 'Sensori']","['Founder / Power Electronics Engineer', 'Graduate Researcher', 'High Voltage Systems Lead', 'Formula SAE Electric Team Co-founder', 'Electrical Engineering Intern', 'Electrical Engineering Intern (Motorsports Division)', 'Hardware Engineer']",https://www.linkedin.com/in/jason-sylvestre,0,1,2,1,1,2,1,3,[1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Sam Yang,"University of California, Berkeley",,Bloom,"Co-Founder, Chief Product Officer","['Thryft (YC W21)', 'Doppel', 'Tophatter', 'Fylamynt']","['Co-Founder, CTO', 'Builder', 'Engineer', 'Web Developer']",https://www.linkedin.com/in/samuel-q-yang,3,3,3,3,0,1,1,3,[0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1]
Ahana Banerjee,Imperial College London,,Clear,Founder & CEO,"['Quill', 'UBS', 'Imperial College Union', 'Imperial College Union', 'Bain & Company', 'Varsity Careers Hub', 'Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley', 'Nomura']","['Co-Founder', 'Investment Banking Summer Analyst', 'Raising and Giving Chair', 'Raising and Giving Vice Chair', 'True North Scholarship Workshop', 'Director', 'Technology Summer Analyst', 'Campus Ambassador', 'Spring Intern', 'Investment Banking (TMT) Spring Intern']",https://www.linkedin.com/in/ahana-banerjee,0,1,1,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Chris Compean,Massachusetts Institute of Technology,,Mayan,"Co-Founder, COO","['Vegas.com', 'Pixability', 'Pixability', 'Education Pioneers', 'Fullbridge', 'Fullbridge', 'Fullbridge', 'Cogo Labs', 'Cogo Labs', 'Adverplex', 'Massachusetts Institute of Technology', 'Putnam Investments', 'Batiq']","['Product Analyst', 'Manager of Customer Success Insights Team', 'Data Insights Analyst', 'Data Analyst Fellow', 'Business Analyst', 'Director of City Programs', 'Marketing Analyst, Consumer Programs', 'Business Analyst', 'Quantitative Analyst', 'Consultant', 'Calculus TA @ Interphase Program', 'Intern on Tax-Exempt Team', 'Market Analyst, MIT Ambassador (Recruiter)']",https://www.linkedin.com/in/chriscompean,0,0,3,3,0,1,2,3,[0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Javier Garcia,Massachusetts Institute of Technology,Tufts University,Mayan,Co-Founder & CTO,"['Qipo', 'MITRE', 'Covered Security', 'White Whale Laboratories', 'MIT Space Systems Laboratory', 'MIT Kavli Institute for Astrophysics and Space Research', 'MIT Lincoln Laboratory', 'Agnitio', 'MIT Human and Automation Lab', 'MIT Undergraduate Practice Opportunities Program (UPOP)', 'MIT Human and Automation Laboratory', 'MIT Human and Automation Laboratory']","['Co-Founder, Data & Integrations Architect', 'Software Systems Engineer, Sr.', 'Strategy Consultant', 'COO, Founder', 'Avionics Team Lead', 'Digital Hardware and Software Engineer (Transient Exoplanet Survey Satellite)', 'Engineering Intern (Engineering Analysis Group)', 'Software Research and Development Intern', 'Research Assistant (Interruption Recovery in Time-critical Supervisory Tasks)', 'Participant', 'Research Assistant (Resource Allocation)', 'Research Assistant']",https://www.linkedin.com/in/jagarcia29,0,2,3,3,1,1,1,3,[0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1]
Sarim Khan,"Indian Institute of Technology, Roorkee",,Triomics,Co-Founder,"['Massachusetts Institute of Technology', 'Indian Institute of Technology, Roorkee']","['Biotech Researcher', 'General Secretary Academic Affairs(UG)']",https://www.linkedin.com/in/sarim-khan-triomics,0,1,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1]
Dr. Sajjan Rajpurohit,,,Asian Journal of oncology,Managing Editor,"['Rajiv Gandhi Cancer Institute & Reserach Centre', 'Max Healthcare']","['Consultant', 'Head of Unit Medical Oncology']",https://www.linkedin.com/in/dr-sajjan-rajpurohit-b2994b36,0,0,1,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Hrituraj Singh,"Indian Institute of Technology, Roorkee",,Triomics,Co-Founder,"['Adobe', 'Adobe', 'AGH University of Science and Technology']","['Research Fellow', 'Research Intern', 'Research Assistant']",https://www.linkedin.com/in/hrituraj1997,0,1,1,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Doug Neumann,Y Combinator,,Arpio,"Co-Founder, CEO","['Bandwidth Inc.', 'Microsoft', 'GoldPocket Interactive', 'BMC Software']","['VP of Systems and Software Development', 'Group Program Manager, Team Foundation Server', 'Vice President of Software Development', 'Software Engineer']",https://www.linkedin.com/in/dougneumann,0,1,3,1,0,1,3,3,[1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1]
Shaw Terwilliger,,,Arpio,Co-Founder + CTO,"['Pattern Health', 'Bandwidth.com', 'Microsoft', 'Teamprise', 'SourceGear', 'ERES Consultants, Inc.']","['Principal Engineer', 'Software Architect', 'Lead Software Development Engineer', 'Principal Engineer', 'Software Developer', 'Software Developer']",https://www.linkedin.com/in/shaw-terwilliger-64079076,0,0,3,1,0,1,3,3,[1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1]
Jaroslaw Sygitowicz,,,Authologic,Co-founder,"['none', 'ZenCard', 'Smartupz', 'EMC', 'EMC', 'LinuxNews.pl', 'Kontinuum Group', 'Kontinuum Group', 'empolis', 'The MotherShip Poland']","['Not competing with anyone right now!', 'Co-founder & CMO', 'Founder & CEO', 'Strategic Alliance Manager', 'Sales Representative Poland', 'Founder', 'Manager Knowledge Management Department', 'Consultant / Project Manager', 'Consultant', 'Content Manager']",https://www.linkedin.com/in/sygitowicz,1,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1]
Krzysztof Klimczak,,Warsaw University of Technology,Authologic,Co-Founder & CEO,"['None', 'ZenCard', 'wymieniaj-waluty.pl', 'Toyota Bank Polska', 'Toyota Bank Polska', 'Societe Generale SA Oddzial w Polsce', 'Societe Generale SA Oddział w Polsce']","['Just thinking about new business :)', 'Founder + CEO', 'CoFounder', 'Head of Business Support and Processes Division. Board Member', 'IT Department Director', 'Deputy Chief Information Officer', 'Head of IT Exploitation']",https://www.linkedin.com/in/krzysztofklimczak,1,3,3,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1]
Marek Rogozinski,,,Authologic,Co-founder & CTO,"['ZenCard', 'Sensi Soft sp. z o.o.', 'Eo Networks', 'Linuxnews.pl', 'The Mothership Poland Internet Holdings Sp. z o.o.', 'Poczta Polska']","['Co-founder & CTO', 'IT Consultant', 'IT Manager', 'Owner', 'Senior Programmer', 'Administrator']",https://www.linkedin.com/in/marek-rogozinski,0,3,3,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Alex Circei,,,Waydev,CEO & Co-founder,[],[],https://www.linkedin.com/in/alexcircei,0,1,1,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Valentin Buzea,University POLITEHNICA of Bucharest,University POLITEHNICA of Bucharest,Waydev,CTO & Co-Founder,"['Homes.forsale', 'Propsee']","['Full Stack Developer', 'Full Stack Developer']",https://www.linkedin.com/in/valentinbuzea,0,1,2,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Benita Nagel,Tsinghua University,Tsinghua University,Nuntius Therapeutics,Co-Founder and CEO,"['self-employed', 'AMBOSS', 'Entrepreneur First', 'The Boston Consulting Group (BCG)', 'Goldman Sachs', 'Various companies']","['Entrepreneur and Independent Consultant | Healthcare & Life Sciences', 'Head of Business Development', 'Entrepreneur in Residence', 'Management Consultant | Healthcare & Life Sciences', 'Investment Banking Summer Analyst', 'Intern']",https://www.linkedin.com/in/benita-nagel,0,1,2,2,1,1,2,1,[0 1 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Albert Kwok,The University of Hong Kong,UCL,Nuntius Therapeutics,Co-Founder and CSO,"['MiNA Therapeutics', 'University of Cambridge', 'University of Cambridge', 'University of Cambridge', 'University College London']","['Senior Research Scientist', 'Post-doctoral Research Associate', 'Post-doctoral Research Associate', 'Postdoctoral Teaching Associate', 'PhD student']",https://www.linkedin.com/in/albert-kwok-1344a858,0,0,2,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Ekram Alam,UCL,,MindPortal,Co-founder & CEO,[],[],https://www.linkedin.com/in/ekram-alam-9b7869179,0,1,1,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Jack Baber,UCL,,MindPortal,"Co-Founder, CTO",[],[],https://www.linkedin.com/in/jack-baber-489960168,0,1,1,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Victor Rivera,Y Combinator,,Avion School,Co-founder & CEO,"['PayMongo', 'WeClean Philippines', 'Lalamove', 'honestbee', 'Carousell Group']","['Growth Marketing & Customer Success', 'Head of Growth', 'Logistics Consultant', 'Business Development', 'Campus Ambassador']",https://www.linkedin.com/in/victorjosephrivera,0,1,3,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1]
John Young,,,Avion School,Co-founder & COO,[],[],https://www.linkedin.com/in/work-john-young,0,1,1,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
