Name,Undergrad School,Graduate School,Current Company,Current Title,Previous Companies,Previous Titles,Linkedin,EXIT,FOUNDER,STARTUP,UNDERGRAD,GRADUATE,COMPANY,SENIORITY,EXPERTISE,feature_vector
Kevin Kliman,Brown University,,Humi,CEO and Cofounder,"['Instaradio', 'DentistryInToronto.com', 'iStudyCards', 'DentalChimp', 'Amalgam Waste Solutions Inc.']","['Founder', 'Dentist', 'Creator', 'Founder', 'Founder']",https://www.linkedin.com/in/kkliman,0,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Matt Loszak,Queen's University,,Humi,Board Member,"['JamCam, Inc.', 'Swallow Acoustic Consultants Ltd / Thornton Tomasetti']","['Co-Founder', 'Acoustical Engineer']",https://www.linkedin.com/in/matt-loszak,0,3,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
David Hsu,University of Oxford,,Retool,"Founder, CEO",[],[],https://www.linkedin.com/in/dvdhsu,0,1,1,2,0,1,1,1,[0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Nikolai Eroshenko,Virginia Commonwealth University,,HelixNano,Co-Founder and CSO,['Harvard Medical School'],['Postdoctoral Research Associate'],https://www.linkedin.com/in/nikolai-eroshenko,0,0,1,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Hannu Rajaniemi,,,Helix Nanotechnologies,Co-Founder and CEO ,"['Singularity University', 'ThinkTank Maths Ltd.', 'Edinburgh University', 'Oulun yliopisto', 'Finnish Defence Forces Technical Research Centre, Electronics and Information Technology Division', 'VTT Electronics']","['Student', 'Co-founder', 'Postgraduate tutor', 'Research Assistant', 'Research scientist', 'Research intern']",https://www.linkedin.com/in/hannur,0,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Evgeny Kurishev,,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Mirror AI Inc,"Co-Founder, CEO","['Ostrovok.ru', 'Ostrovok.ru', 'Yandex', 'FrontRange Solutions']","['Chief Marketing Officer', 'Chief Technology Officer', 'Web developer', 'Web developer']",https://www.linkedin.com/in/evgenyq,0,1,3,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1]
Sneha Sheth,The University of Texas at Austin,"University of California, Berkeley, Haas School of Business",Dost Education,CEO / Co-founder,"['Dalberg Global Development Advisors', 'The Achievement Network', 'Education Pioneers', 'Oliver Wyman', 'Teach For India']","['Senior Consultant', 'Special Projects for the CEO', 'Analyst Fellow', 'Senior Consultant', 'Non-profit Fellow, Oliver Wyman']",https://www.linkedin.com/in/snehaksheth,0,3,3,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Alex Cyriac,UC Santa Barbara,,"Lively, Inc.",Cofounder & CEO,"['Justworks', 'WorldPay', 'GlobalCollect', 'GlobalCollect', 'Fujitsu']","['Head of Operations', 'Vice President Business Development', 'Business Development Manager', 'Implementation Manager', 'Systems Programmer']",https://www.linkedin.com/in/alex-cyriac-1218137,0,1,3,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1]
ryan P.,UC Santa Barbara,,indee labs,CEO,"['Inogen', 'UC Santa Barbara, Mechanical Engineering']","['reseach engineer intern', 'teaching assistant']",https://www.linkedin.com/in/rpawell,0,0,1,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0]
Shubhendu Sharma,,,"Wifi Dabba, Inc.",Founder,"['Sk Access Pvt Ltd', 'Tofu Technology Pvt Ltd.', 'Centre for Innovation Incubation and Entrepreneurship, IIMA', 'Legwork Labs LLP', 'Mahindra British Telecom']","['Director of Products', 'Co Founder', 'Program Evangelist', 'Founder', 'Software Engineer']",https://www.linkedin.com/in/shubhendusharma,0,2,2,1,0,1,2,3,[1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 1 0]
Liza Velarde,Babson College,,Delee ,"Co-Founder, Director & CEO","['Zen Fluidics', 'Incubadora de Empresas ITESM, Monterrey, N.L., México']","['Business Office Manager', 'Counselor of Microbusiness']",https://www.linkedin.com/in/lizavelarde,0,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Alejandro Abarca Blanco,,Tecnológico de Monterrey,Delee Corp,Director of Engineering,"['Zen Fluidics', 'Iluminatronics']","['Senior Software and Hardware Engineer', 'Hardware and Software Engineer']",https://www.linkedin.com/in/alejandroabarca,0,3,3,1,1,1,2,3,[1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Juan Felipe Yee,Y Combinator,Tecnológico de Monterrey,Delee Corp,"Co-Founder, CMO, and Director","['Zen Fluidics', 'Tecnológico de Monterrey']","['Biomedical Research Scientist ', 'Research Assistant ']",https://www.linkedin.com/in/juan-felipe-yee-55107a5b,0,1,2,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Sarthak Jain,Indian Institute of Technology Gandhinagar ,,Nanonets,CEO,"['Myntra', 'Cubeit.io (acquired by Myntra)', 'The Johns Hopkins University', 'Hewlett Packard Enterprise']","['Senior Product Manager', 'CEO', 'Research Intern', 'Research Intern']",https://www.linkedin.com/in/jainsarthak,1,3,3,1,0,1,2,3,[1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 1]
Prathamesh Juvatkar,,,Nanonets,Founder,"['Myntra', 'Cubeit (Acquired by Myntra)', 'GridAnts', 'Caltech', 'Marvell India Private Limited, Bangalore']","['Tech Lead', 'Founder', 'Founder', 'Summer Undergraduate research Fellow', 'Research Intern']",https://www.linkedin.com/in/prathameshjuvatkar,1,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1]
Oliver Armitage,,University of Cambridge,BIOS,Co-Founder & Chief Scientific Officer,"['University of Cambridge', 'McGill University', 'GE Global Research']","['PHD Student', 'Visiting Graduate Researcher', 'Research Intern']",https://www.linkedin.com/in/oliverarmitage,0,1,1,1,3,1,1,1,[1 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Emil Hewage,University of Cambridge,,BIOS,CEO & Co-Founder,"['University of Cambridge', 'Cambridge University Eco Racing', 'McKinsey & Company', 'McLaren Racing', 'Siemens AG', 'The Blackstone Group']","['Doctoral Researcher', 'Team Manager & Advisory Board Member', 'Advanced Professional Degree Insight Programme', 'Masters Student', 'R&D Engineer & Sponsored Student, MRI Magnet Division', 'Corporate Advisory, Summer Analyst']",https://www.linkedin.com/in/ehewage,0,0,2,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Pelumi Aboluwarin,Obafemi Awolowo University,University of Bristol,Nomba,Co-Founder & CTO ,"['Nexmo (Acquired by Vonage)', 'Appsme.com', 'EF', 'QwikGist.com', 'PriceCheck (Naspers)', 'Saya Mobile (Acquired by Kirusa Inc.)', 'Jumia Nigeria', 'Terragon Limited', 'Pace Solutions Ltd.']","['Software Engineer', 'Backend Engineer', 'Tech Entrepreneur', 'Co-Founder & Lead Dev.', 'Software Developer', 'Mobile Developer (Part-time)', 'Web Developer', 'Software Engineer', 'Software Engineer (Part-time)']",https://www.linkedin.com/in/pelumiaboluwarin,2,3,3,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1]
Kevin Han,,,AON3D,Co-Founder,"['McGill University', 'CNRL', 'ZnCor', 'Syncrude Canada Ltd.', 'McGill University', 'Private Studio', 'Grouse Mountain']","['Researcher, Additive Manufacturing', 'Metallurgical Engineer, Major Projects', 'Business Development', 'Forensic Materials Engineer', 'Research Assistant, Computational Thermodynamics', 'Piano Instructor', 'Ski Instructor']",https://www.linkedin.com/in/hankevin,0,0,1,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0]
Randeep Singh,McGill University,,AON3D,"Co-Founder, CEO","['Kreate Solutions Inc.', 'ME Resource Corp. | CNSX:MEC', 'Wildcard', 'The Alacrity Foundation']","['Co-Founder', 'Research Intern', 'Co-Founder', 'Intern']",https://www.linkedin.com/in/rndeep,0,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Andrew Walker,McGill University,,AON3D,Co-Founder - Director of Research and Development ,"['Sherritt International', 'Xstrata Zinc']","['Process Development Engineer (Coop)', 'Metallurgical Engineer (Coop)']",https://www.linkedin.com/in/andrewrswalker,0,0,1,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0]
Erhan Justice,,,Apozy,Founder & CTO (YCW17),"['LitePoint', 'Bounty Technologies, Inc.', 'Arrow International']","['Platform Engineer (acquired by Teradyne)', 'Owner', 'Systems Analyst']",https://www.linkedin.com/in/erhan-justice,0,1,2,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Matthew Mayaki,"Obafemi Awolowo University,Ile-Ife",,Reliance Health,VP Engineering,"['Kangpe Healthcare Services', 'Webometrics Unit, Obafemi Awolowo University.']","['Software Engineer', 'Software Engineer']",https://www.linkedin.com/in/matthew-mayaki,0,3,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Femi Kuti,,,Reliance Health,CEO/Cofounder,"['Kangpe Inc. (YC W17)', 'Department of State Services (National Youth Service Corps)', 'Goldman Sachs', 'Goldman Sachs', 'University College Hospital, Ibadan']","['CEO/Cofounder', 'National Youth Service Corps Medical Officer', 'Investment Banking Analyst (Healthcare)', 'Investment Banking Summer Analyst', 'Medical Intern']",https://www.linkedin.com/in/femikuti,0,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Gonzalo Ucar,,,Endeavor,Endeavor Entrepreneur,"['Vosavos', 'McKinsey & Company', '3P Biopharmaceuticals', 'University of Rhode Island']","['Co-founder & COO', 'Business Analyst', 'Cell Therapy Trainee', 'Summer Intern']",https://www.linkedin.com/in/gonzalo-ucar-rodriguez,0,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Viktor Benei,,Budapest University of Technology and Economics,Bitrise,CTO and Co-founder,"['Bitfall Kft.', 'Canecom', 'DesignSoft', 'MoonlightStudio']","['CTO and Co-founder', 'iOS Programmer', '3D (C++, Ogre; C#, .Net) Programmer', '3D (C++) Programmer']",https://www.linkedin.com/in/viktorbenei,0,3,3,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Daniel Balla,Moholy-Nagy University of Art and Design,,Bitrise,Chief Product Officer,"['Bitrise', 'Bitfall Ltd.']","['CCO & Co-founder', 'Graphic designer']",https://www.linkedin.com/in/balladaniel,0,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Barnabás Birmacher,,,Bitrise,CEO,"['Bitfall Ltd.', 'Canecom']","['CEO', 'iOS Programmer']",https://www.linkedin.com/in/birmacher,0,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Sean Hunt,University of Delaware,Massachusetts Institute of Technology,Solugen,CTO,"['MIT', 'University of Delaware', 'Merck', 'Naval Sea Systems Command (NAVSEA)']","['Graduate Student', 'Chemical Engineering/Chemistry Student', 'Engineering and Technology Fellow (Intern)', 'Engineering Intern']",https://www.linkedin.com/in/huntsean,0,1,3,1,3,1,1,3,[1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
"Gaurab Chakrabarti, MD, PhD",Brown University,,Solugen,CEO/Co-Founder,['UT Southwestern Medical Center'],['MD/PhD '],https://www.linkedin.com/in/gaurabchakrabarti,0,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Devang Shah,The Wharton School,,Bulk MRO,Founder,"['Digital Signage Networks', 'Citigroup', 'Deutsche Bank']","['Co Founder', 'Trader', 'Trader']",https://www.linkedin.com/in/devangvshah,0,1,2,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Gaurang Shah,University of Pennsylvania,University of Pennsylvania,Bulk MRO,Co-Founder,"['Digital Signage Networks India Pvt. Ltd.', 'McKinsey and Company']","['CEO & Founder', 'Business Analyst']",https://www.linkedin.com/in/gaurangvshah,0,3,3,3,3,1,1,1,[0 0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Marcus Engene,,,Manycore,CTO / Co-Founder,"['Pond5', 'Sespro AB', 'LM Ericsson AB']","['CTO / Co-founder', 'CTO / Co-founder', 'Programmer']",https://www.linkedin.com/in/ehsmeng,2,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1]
Nicolas Toper,Lycee Victor Duruy,Conservatoire National des Arts et Métiers,Inboxbooster,Co-Founder,"['CritSend', 'Pilo.cool', 'SmApper Technologies', 'Buongiorno', 'Okaré']","['Founder and CEO', 'Founder and Owner', 'Software Engineer', 'Project Manager', 'CEO and Founder']",https://www.linkedin.com/in/nicolas,1,3,3,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1]
Aschkan Abdul-Malek,Vanderbilt University - Owen Graduate School of Management,Vanderbilt University - Owen Graduate School of Management,AlemHealth,Founder,"['Altai Consulting', 'Heartland Alliance - International Programmes', 'Merrill Advisory Group', 'Corporate Executive Board', 'Harpeth Capital']","['Director', 'Director of Finance and Operations', 'Vice President', 'Management Consultant', 'Investment Banking Associate']",https://www.linkedin.com/in/aschkan,0,3,3,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
"Levon Brutyan, J.D., M.B.A",,Hult International Business School,Collectly,CEO & Co-Founder,"['Hult International Business School', 'Creditreform', 'Creditreform', 'Schulze, Brutyan and partners', 'DaimlerChrysler RUS', 'Schulze, Brutyan and partners']","['MBA Candidate', 'Regional Manager CIS & Eastern Europe', 'Head of Receivables Management', 'Lawyer', 'Project manager', 'Junior Lawyer']",https://www.linkedin.com/in/levonbrutyan,0,1,3,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1]
Akin J.,Howard University,,Aella,Founder & Group CEO,[],[],https://www.linkedin.com/in/akin-j-65b89ba,0,1,1,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Jeffrey Engler,Harvard Business School,Harvard Business School,Wright Electric,CEO,"['Harvard University', 'Rock Health', 'Podimetrics', 'Rock Health', 'MatchLend', 'mChek', 'Unitus', 'Lehman Brothers']","['Blavatnik Fellow', 'Entrepreneur in Residence', 'Co-Founder', 'Rock Health Fellow', 'Founder and CEO', 'Business Development Intern', 'Business Development Associate', 'Investment Banking Analyst, Global Industrials']",https://www.linkedin.com/in/jeffengler,0,3,3,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Doug Griswold,The University of Kansas,The University of Kansas,Wright Aircraft Inc.,Co-Founder and Program Manager,"['Cirrus Aircraft Company', 'Larsen & Toubro Limited', 'TechSolve', 'Hawker Beechcraft', 'Cessna Aircraft Company', 'Questair, Inc.', 'General Dynamics - Fort Worth Division']","['VP SF50 Program Manager', 'Program Manager', 'Consultant', 'Director - Project Engineering', 'Senior Program Manager', 'VP - Engineering', 'Senior Engineer']",https://www.linkedin.com/in/doug-griswold-96312212,0,3,3,1,1,1,3,3,[1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 1]
Dmitry Birulia,Belarusian State University,Belarusian State University,Veryfi,Cofounder,"['Quotient Technology Inc.', 'Quotient Technology Inc.', 'Quotient Technology Inc.', 'Hypersoft']","['Sr Engineering Manager', 'Engineering Manager', 'Sr Software Engineer', 'Software Developer']",https://www.linkedin.com/in/birulia,0,3,3,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
★ Ernest S.,UNSW,Y Combinator,Veryfi,Cofounder,"['VectorCare Inc.', 'Hacker Dojo', 'Coupons Inc. (Quotient Technology Inc. (NYSE: QUOT))', 'Couponstar Ltd (acquired by Quotient Technology Inc. (NYSE: QUOT))', 'Purpleblue Pty Ltd', 'AMP (Web Management and Marketing) (ASX: AMP)', 'AMP (IT - Corporate Architecture) (ASX: AMP)']","['CTO/Co-Founder', 'Member', 'Head of International Engineering', 'CTO', 'Founder', 'Web Operations Technical Specialist', 'eBusiness Architect']",https://www.linkedin.com/in/semerda,1,3,3,1,1,1,2,3,[1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 1]
Matt Schiller,UNSW,,Snappr Inc.,"Founder, CEO","['GownTown Pty Ltd', 'McKinsey & Company', 'University of New South Wales', 'New College Village', 'Department of Neurosurgery, Prince of Wales Hospital', 'Various wine companies, including Cellar Door Direct and Cellar Force', 'New College, UNSW']","['Co-founder and CEO', 'Consultant', 'Casual Academic', 'Assistant Dean', 'Researcher', 'Wine Advisor and Winery Representative', 'Resident Tutor of Medicine']",https://www.linkedin.com/in/mdschiller,1,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1]
Vikesh Khanna,,Stanford University,Ambient.ai,CTO & Co-founder,"['Dropbox', 'Stanford University', 'LinkedIn', 'Stanford University', 'Microsoft Corporation', 'Entrepreneurship Development Cell, IIT Roorkee', 'zigndog']","['Software Engineer', 'Taught Applied Machine Learning', 'Software Engineering Intern', 'Research Assistant', 'Software Development Engineer (SDE)', 'Tech lead', 'Co-founder']",https://www.linkedin.com/in/vikesh-khanna-27184722,0,1,3,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Shikhar Shrestha,IIT Bhubaneswar,Stanford University,Ambient.ai,CEO & Co-founder,"['Google', 'Stanford Computational Imaging Lab (SCI)', 'Neural Prosthetic Systems Lab (NPSL)', 'DFJ', 'Apple', 'WMG, University of Warwick']","['Systems Engineer for Tango/Daydream ', 'Lead Systems Engineer', 'Research Assistant for DARPA NeuroFAST', 'Entrepreneurial Leadership Fellow', 'iPhone/Watch Special Projects', 'Summer Research Fellow']",https://www.linkedin.com/in/shikharshrestha,0,3,3,1,1,2,1,3,[1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Ryan Bednar,Rutgers University,,RankScience,Founder,"['7 Cups of Tea', 'Tutorspree', 'SeatGeek']","['Director of Growth', 'Co-founder, Product & Engineering', 'Web Developer']",https://www.linkedin.com/in/ryan-bednar-9520853,0,3,3,1,0,1,2,3,[1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Samuel Devyver,Regent's University London,,Upcall,Co-founder ,"['Jamendo', 'PromoCity (acquired)', 'Skilto', 'Emakina', 'Bloomberg', 'Bloomberg', 'The Leading Hotels of the World', ""L'Oreal""]","['General Manager', 'Co-founder & CEO', 'Co-founder & CEO', 'Project Manager', 'Business Development Manager Israel & Emerging Markets', 'Business Development Manager France', 'Corporate Sales Intern', 'Marketing Intern']",https://www.linkedin.com/in/samueldevyver,1,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1]
Julien Brissonneau,,HEC Paris,Ledger Investing,Co-Founder,"['Y Combinator', 'Thales Group', 'Crédit Agricole Corporate and Investment Bank', 'Laser Based Diagnostics Laboratory, Univ. of Florida']","['Alumnus', 'Bid Manager', 'FX Structuring', 'Research Assistant (RA) Mechanical & Aerospace']",https://www.linkedin.com/in/julienbrissonneau,0,3,3,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Aymeric Rabot,,University of Florida,Ledger Investing,"Co-Founder, CTO","['Y Combinator', 'Thales']","['Alumnus', 'Software Engineer']",https://www.linkedin.com/in/aymericrabot,0,3,3,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Samir Shah,Northwestern University,Northwestern University,Ledger Investing,CEO,"['AIG', 'AIG', 'AIG', 'Validus Holdings Ltd.', 'Scottish Re Group Ltd.', 'Towers Watson']","['SVP & Head of Insurance Capital Markets', 'SVP & Chief Reinsurance Officer', 'SVP & Chief Risk Officer', 'Group Chief Risk Officer', 'Executive Vice President & Chief Risk Officer', 'Principal']",https://www.linkedin.com/in/samir-shah-7410649,0,1,2,1,1,1,3,1,[1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 1 0]
