Name,Undergrad School,Graduate School,Current Company,Current Title,Previous Companies,Previous Titles,Linkedin,EXIT,FOUNDER,STARTUP,UNDERGRAD,GRADUATE,COMPANY,SENIORITY,EXPERTISE,feature_vector
Dan Di Spaltro,Oregon State University,,Goodcover,Co-Founder,"['Rackspace Hosting', 'Cloudkick Inc', 'IBM', 'IBM']","['Director, Product', 'Co-Founder', 'Consultant', 'Extreme Blue Technical Intern']",https://www.linkedin.com/in/dispaltro,2,3,3,1,0,1,2,3,[1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 1]
Dylan Fox,,,AssemblyAI,Founder & CEO,"['Cisco', 'YouGive1', 'NDP Consulting']","['Sr. Software Engineer, Machine Learning - Emerging Products Lab', 'Founder, CEO', 'Lead Research Assistant']",https://www.linkedin.com/in/dylanbfox,0,2,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1]
Jimmy Wang,,"University of California, Berkeley",Zendar,CTO and Co-Founder,"['AutoX, Inc.', 'HERE Technologies', 'earthmine inc']","['Founding Engineer', 'Lead Research Engineer', 'Senior Research Scientist']",https://www.linkedin.com/in/jimmy-wang-9186a39,0,1,3,1,3,1,2,3,[1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Max Shepherd-Cross,,,HotelFlex,Cofounder and CEO,"['Pricoa Mortgage Capital Group', 'CBRE', 'CB Richard Ellis']","['Senior Investment Analyst, European Debt Originations', 'Capital Markets', 'Central London Development']",https://www.linkedin.com/in/max-shepherd-cross-94153440,0,3,3,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Rich Turnbull,,,HotelFlex,Co-Founder and CTO,"['Deltascheme Ltd', 'Deltascheme Ltd', 'Deltascheme Ltd']","['Lead Project Engineer', 'Product Manager', 'Presales Consultant']",https://www.linkedin.com/in/rich-turnbull-756bb229,0,3,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Edwin Olson,,Massachusetts Institute of Technology,May Mobility,CEO,"['University of Michigan', 'Toyota Research Institute']","['Assistant Professor', 'Co-Director of Autonomous Driving Development']",https://www.linkedin.com/in/edwin-olson,0,1,2,1,3,1,2,1,[1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Shahzad Younas,The University of Manchester,,Muzz (formerly muzmatch) ,Founder & CEO,"['Y Combinator', 'Morgan Stanley', 'Morgan Stanley']","['YC Batch S17', 'Vice President - Portfolio & Index Risk Trader – Institutional Equities Division', 'Algorithmic Sales Trader – Institutional Equities Division']",https://www.linkedin.com/in/shahzad-younas,0,3,3,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Edward Yao,Queen's University,,OneLocal,CEO & Co-Founder,"['TeamBuy Inc.', 'Accenture']","['President & Co-Founder', 'Analyst MCIM F&PM']",https://www.linkedin.com/in/edward-yao-2599a26,1,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1]
Josh Albrecht,University of Pittsburgh,University of Pittsburgh,Sourceress,CTO,"['South Park Commons', 'Addepar', 'CloudFab, LLC', 'BitBlinder', 'University of Pittsburgh']","['Member', 'Public Data Lead', 'CTO', 'Co-founder', 'Research Assistant']",https://www.linkedin.com/in/joshalbrecht,1,3,3,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1]
Kanjun Qiu,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Sequoia Capital,Sequoia Capital Scout,"['South Park Commons', 'Ember Hardware', 'Dropbox', 'Dropbox', 'Dropbox', 'Sew Electric', 'MIT Media Lab', 'MIT Media Lab', 'Jump Trading, LLC']","['Member', 'Co-Founder', 'Chief of Staff', 'Product Manager', 'Business Operations', 'Author', 'Graduate Research Assistant', 'Researcher, High-Low Tech Group', 'Algorithmic Trader']",https://www.linkedin.com/in/kanjun,0,2,3,3,3,1,1,3,[0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1]
Sella Blondheim,,,D-ID,COO & Co-Founder,"['Natural Intelligence', 'Shlein Group']","['Marketing Analyst', 'Project Manager']",https://www.linkedin.com/in/sella-blondheim-d-id,0,1,2,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Eliran Kuta,,,D-ID,CTO & Co-Founder,"['Houseparty (Life on Air.)', 'Freelance', 'Israel Defense Forces', 'Israel Defense Forces', 'Israel Defense Forces', 'Israel Defense Forces']","['Senior Android developer', 'Android Developer', 'Software Development Team Leader, Captain', 'Project Manager, Captain', 'Networking Team Leader, Lieutenant', 'Networking Engineer']",https://www.linkedin.com/in/eliran-kuta-d-id,0,1,3,1,0,1,2,3,[1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Gil Perry,,,D-ID,CEO,"['Houseparty (Life on Air.)', 'NICE Systems']","['iOS Developer', 'Student']",https://www.linkedin.com/in/gil-perry-d-id,0,0,2,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Ben Eachus,,UCLA Anderson School of Management,Flowspace,Co-Founder and CEO,"['The Honest Company', 'The Honest Company', 'Optimity Advisors', 'McMaster-Carr', 'Shopzilla, Inc.']","['Director, Strategic Projects', 'Senior Manager, Strategic Projects', 'Manager', 'Operations Manager', 'Associate Producer']",https://www.linkedin.com/in/beneachus,0,1,3,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1]
Jason Harbert,,,Flowspace,Co-Founder and CTO,"['Tanooki Labs', 'LegalNature', 'Insurance321.com', 'Sugar and Sequins', 'Oversee.net', 'Oversee.net', 'Cloudmark', 'Anthem, Inc.']","['Consultant', 'Co-Founder', 'Co-Founder', 'Founder', 'Principal Engineer', 'Engineering Manager', 'Data Engineer', 'Software Engineer']",https://www.linkedin.com/in/jason-harbert,0,3,3,1,0,1,3,3,[1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 1]
Andrei Klochko,,École Polytechnique,Airthium,CEO and co-Founder,"['Laboratoire de Physique des Plasmas, Ecole Polytechnique', 'Laboratoire de Physique des Plasmas, Ecole Polytechnique', 'Laboratory for Plasma Physics, Ecole Polytechnique']","['Post-doctoral fellow', 'PhD Student', 'Intern']",https://www.linkedin.com/in/andreiklochko,0,3,3,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Franck Lahaye,,ICN Business School,Airthium,Co-Founder,"['Meteor Trading', 'Intelsat', 'Intelsat', 'Enomatic Southeast USA', 'TeamTO']","['Director', 'Sales Director, OU & Media services EMEA', 'Sales Representative, Media services EMEA', 'Sales/Project Coordinator', 'Marketing intern']",https://www.linkedin.com/in/francklahaye,0,1,2,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Bertrand Vick,,"University of California, Berkeley","Rev Genomics, Inc.",CEO,"['Aurora Algae, Inc (acquired in 2015)']",['Chief Scientific Officer'],https://www.linkedin.com/in/bertrand-vick-4056044,2,3,3,1,3,1,1,1,[1 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1]
Kyle Moore,Stanford University,,Pyka,Co-Founder,"['Google', 'UCSF', 'iDigital LLC', 'Stanford University', 'Waldon Abel Guide Pins', 'Metric Tensor Engineering', 'Stanford University', 'WebAha!']","['Software Engineer', 'Contractor', 'Software Developer', 'Resident Computer Consultant', 'Lead Software Engineer', 'Junior Developer', 'CS 106 Section Leader', 'Consultant']",https://www.linkedin.com/in/kyle-moore-1485536a,0,1,2,1,0,2,1,3,[1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Michael Norcia,"University of California, Davis",,Pyka,"Co-Founder, CEO","['Zee Aero', 'Zee.Aero', 'Joby Aviation', 'NorciaVelo']","['Power Systems Engineer', 'Intern', 'Power Systems Intern', 'Founder']",https://www.linkedin.com/in/michael-norcia-13a79124,0,1,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Chuma Ogunwole,,,Pyka,Co-Founder and COO,"['Global Infrastructure Partners', 'Morgan Stanley']","['Associate', 'Investment Banking Analyst']",https://www.linkedin.com/in/chuma-ogunwole-10893316,0,1,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1]
Nathan White,"University of California, Davis",,Pyka,"Co-Founder, Operations Lead","['Google', 'Google', 'Georgia Institute of Technology', 'ScaleDB Inc.']","['Software Engineer', 'Software Engineering Intern', 'PhD Candidate: Algorithms, Combinatorics, and Optimization', 'Software Engineering Intern']",https://www.linkedin.com/in/nathan-white-8a1950a9,0,1,2,1,0,2,1,3,[1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Keiran Olivares Whitaker,The University of Manchester,The University of Manchester,Entocycle,Founder,[],[],https://www.linkedin.com/in/keiran-olivares-whitaker,0,1,1,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
André Bertram,,,HelpWear,Chief Executive Officer,"['Bayer', 'Creative Destruction Lab', 'Y Combinator', 'Magnet']","['Bayer Grants4Apps', 'Inagural Cohort CDL West', 'Batch S17', 'Chief Executive Officer']",https://www.linkedin.com/in/andrebertram,0,3,3,1,0,1,3,1,[1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 1]
Christian Edelmann (We are hiring),Technical University of Munich,Technical University of Munich,Pop Meals,Co Founder & CTO,"['Allianz X', 'Openmind / Entourage', 'Capgemini Consulting', 'Capgemini']","['Freelance Software Engineer and Product Manager', 'Co Founder', 'Business Model Innovation', 'Software Development Project Management']",https://www.linkedin.com/in/christian-edelmann-we-are-hiring-27166531,0,1,2,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Jessica Li,UCL,UNSW,Pop Meals,Co-founder & COO,"['foodpanda', 'PwC', 'PwC']","['Head of Marketing', 'Senior Consultant, Strategy & Operations', 'Consultant, Strategy & Operations']",https://www.linkedin.com/in/jessicaykli,0,1,3,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1]
Jonathan Weins,,,dahmakan,CEO & Co-Founder,"['Y Combinator', 'foodpanda', 'Kleef & Co Ltd', 'Boysen KNOxOUT', 'McKinsey & Company']","['YC S17', 'Founding team HK / Head of Business Development', 'Project Manager / Founding employee HK', 'Manager Projects & Sales/ HK roll-out team', 'McKinsey FirstHand']",https://www.linkedin.com/in/jonathanweins,0,3,3,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
R William M.,Texas McCombs School of Business,Texas McCombs School of Business,Rabbet,CEO,"['Renovate Simply', 'DreamIt Ventures', 'Washington Property Company', 'Charron Consulting', 'Kettler, Inc.', 'Cavalier Coupons']","['CEO/Co-founder', 'Venture Intern', 'Project Manager', 'Project Manager', 'Assistant Project Manager', 'Founder and Owner']",https://www.linkedin.com/in/mitchellrw,0,1,2,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Han Wang,"University of California, Berkeley",Stanford University,Upfort,Cofounder & CTO,"['U.S. Army Cyber Command', 'DARPA', 'Kreitzman LLC', 'Lawrence Livermore National Laboratory', 'University of California, Berkeley', 'Lawrence Livermore National Laboratory']","['Cyber Security Team OIC', 'SETA Consultant', 'Quantitative Researcher', 'PCA Researcher', 'Facilitator', 'Intern']",https://www.linkedin.com/in/hanwangcyber,0,3,3,3,1,1,1,1,[0 0 1 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Daniel Bilbao,The Tuck School of Business at Dartmouth,The Tuck School of Business at Dartmouth,Upfort,Co-Founder,"['Beepi', 'Bank of America Merrill Lynch']","['Vice President of Business Development', 'Investment Banking Associate']",https://www.linkedin.com/in/danielbilbao,0,0,2,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Heang Chan,Stanford University Graduate School of Business,Stanford University Graduate School of Business,Prelim,"Chief Executive Officer, Co-Founder at Prelim","['Blend', 'Goldman Sachs', 'Bank of America', 'Wells Fargo']","['Product Expert', 'Investment Professional', 'Vice President, MLO', 'Credit Manager, Loan Officer']",https://www.linkedin.com/in/heangchan,0,1,3,1,1,1,2,3,[1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Alexander Girau,Y Combinator,Tulane University,Pioneer Fund,Senior Venture Partner,"['Tulane University', 'Keystone Engineering Inc', 'Tulane University', 'SODI-CAN  (Start-Up)', 'Loyola University New Orleans']","['Visiting Research Scientist', 'Chemical Engineer III', 'PhD Candidate & Graduate Researcher, Department of Chemical and Biomolecular Engineering', 'Founder, CEO', 'Undergraduate Researcher, Department of Chemistry']",https://www.linkedin.com/in/alexandergirau,0,3,3,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Liron Shapira,"University of California, Berkeley",,Relationship Hero,Cofounder & CEO,"['Quixey', 'Slide']","['Cofounder, CTO and CSO', 'Software Engineer']",https://www.linkedin.com/in/lironshapira,0,3,3,3,0,1,1,3,[0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Star Simpson,,,ThereCraft,Founder,[],[],https://www.linkedin.com/in/star-simpson-90a63a160,0,1,1,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Padideh Kamali-Zare,,KTH Royal Institute of Technology,Darmiyan ,Chief Executive Officer,"['Berkeley SkyDeck', 'Y Combinator', 'Harlem Biospace', 'New York City Regional Innovation Node', 'NYU Langone Medical Center', 'New York University School of Medicine', 'KTH Royal Institute of Technology', 'Karolinska Institutet']","['Entrepreneur', 'Entrepreneur', 'Entrepreneur', 'Entrepreneur', 'Research Scientist', 'Postdoctoral Research Fellow', 'PhD student and Research Assistant', 'Research Assistant']",https://www.linkedin.com/in/padideh-kamali-zare-353b2617,0,3,3,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Lauren Dachille,Stanford University Graduate School of Business,Stanford University Graduate School of Business,Nimble,Founder & CEO,"['StudentsFirst', 'StudentsFirst', 'District of Columbia Public Schools (DCPS)']","['Membership Engagement Manager', 'Internship Coordinator', 'Office of Human Capital']",https://www.linkedin.com/in/laurendachille,0,3,2,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0]
Kevin Redman,,,Roofr,Co-Founder / CTO,"['FanXchange', 'Myplanet', 'Instaclick', 'iRed Media', 'End to End Networks', 'AndSpot, Inc', 'Ariad Custom Communications', 'ATD Niagara']","['Developer', 'Full-Stack Developer', 'Developer', 'Sole Proprietor', 'Interaction Developer', 'Web & Software Developer', 'Junior Web Designer/Developer', 'Junior Graphic Designer / Installer']",https://www.linkedin.com/in/iredmedia,0,2,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1]
Kevin Wu,"University of California, Berkeley",,Pathrise,Founder and CEO,"['Unboard', 'Yelp', 'Leada', 'Salesforce']","['Founder and CEO', 'Product', 'Product', 'Software Engineer']",https://www.linkedin.com/in/kevintxwu,0,3,3,3,0,1,1,3,[0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
John Novak,Western Michigan University,Michigan State University,Standard Cognition ,Co-Founder,"['Standard Cognition ', 'QxBranch', 'J.P. Morgan', 'U.S. Securities and Exchange Commission', 'National Superconducting Cyclotron Laboratory', 'STAR Collaboration', 'Michigan State University', 'Brookhaven National Laboratory', 'Michigan State University', 'Western Michigan University']","['Chairman Of The Board', 'Senior Data Scientist', 'Data Scientist', 'Quantitative Research Analyst, Product Manager', 'Research Associate', 'Researcher', 'Research Assistant', 'Programmer', 'Graduate Teaching Assistant', 'Teaching Assistant']",https://www.linkedin.com/in/john-novak-87051279,0,3,3,1,1,1,2,3,[1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Michael Suswal,West Chester University of Pennsylvania,West Chester University of Pennsylvania,Standard AI,Co-Founder & COO,"['U.S. Securities and Exchange Commission', 'Pwnee Studios', 'Acoustiguide', 'Sassafras Distribution', 'SmartEbook', 'Various companies in Asia']","['Program Manager to The U.S. Securities and Exchange Commission (Contractor)', 'Co-Founder & Head of BD', 'Head of Strategy and Development, Entertainment', 'Founder', 'Business Licensing and Corporate Strategy', 'Teacher, Manager, and School Founder']",https://www.linkedin.com/in/michael-suswal-51b45421,0,3,3,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
David Valdman,New York University,UC Santa Barbara,Standard Cognition ,Co-Founder,"['Mapzen', 'famo.us', 'UC Santa Barbara', 'Gresham Investment']","['Graphics Lead', 'Chief Architect', 'Mathematics Graduate Student', 'Financial Quant']",https://www.linkedin.com/in/dmvaldman,0,1,3,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1]
Garrett Reynolds,Middlebury College,UCLA,UpCodes,Cofounder,"['PlanGrid', 'UCLA', 'UCLA', 'Harvard University', 'Massachusetts Institute of Technology (MIT)', 'Peace Corps']","['Software Engineer', 'Graduate Student', 'Teaching Assistant', 'Teaching Assistant', 'Research Assistant', 'High School Science Teacher']",https://www.linkedin.com/in/garrettreynolds,0,0,3,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Scott Reynolds,Syracuse University,,UpCodes,Cofounder,"['KPF', 'HASSELL', 'Huge Designs', 'Syracuse University', 'RMJM', 'Bike & Build']","['Architect', 'Junior Architect', 'Graphic & Motion Designer', 'Student', 'Intern', 'Participant, Rider']",https://www.linkedin.com/in/scott-reynolds,0,1,2,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Michael McIntyre,Georgetown University,,Fam,Co-Founder & CEO,"['Facebook', 'Instagram', 'Facebook', 'Students of Georgetown, Inc.', 'Raytheon Technologies', 'Stancati & Assoc.']","['Product Manager', 'Product Manager', 'Global Public Policy', 'Barista', 'Strategy and Government Relations', 'Legal Clerk']",https://www.linkedin.com/in/michaelcmcintyre,0,1,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Eddie Zhang,Dartmouth College,,Fam,Co-Founder & CTO,"['Facebook', 'The Blackstone Group', 'The Walt Disney Company', 'Citi']","['Product Manager', 'M&A Advisory', 'Corporate Development', 'Global Markets']",https://www.linkedin.com/in/eddieyzhang,0,1,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
