,Name,Company,LinkedIn,Batch
139,Liyan David Chang,FileStack,https://www.linkedin.com/in/liyanchang/,S12
140,Brett van Zuiden,FileStack,https://www.linkedin.com/in/brettcvz/,S12
141,Anand Dass,FileStack,https://linkedin.com/in/ananddass,S12
142,Thomas Georgiou,FileStack,,S12
143,Bryan Kim,Hipset,https://www.linkedin.com/in/bryankim/,S12
144,Mazy Kazerooni,Hipset,https://www.linkedin.com/in/mazyk,S12
145,Karri Saarinen,Kippt,https://www.linkedin.com/in/karrisaarinen/,S12
146,Jori Lallo,Kippt,https://www.linkedin.com/in/matthew-thomas-6916909,S12
147,Sohail Prasad,Hiptype,https://www.linkedin.com/in/sohailprasad,S12
148,James Levy,Hiptype,https://linkedin.com/in/james-a-levy,S12
149,Alagu M,Markupwand,https://www.linkedin.com/in/alagu2/,S12
150,Rajagopal Natarajan,Markupwand,https://www.linkedin.com/in/rajagopaln,S12
151,Surendran Mahendran,Markupwand,https://www.linkedin.com/in/surendranm/,S12
152,Matthew Huebert,Sparkboard,https://www.linkedin.com/in/jonochang,S12
153,Sean Ahrens,Crohnology (by Healthy Labs),http://linkedin.com/in/seanahrens,S12
154,Will Cole,Crohnology (by Healthy Labs),https://www.linkedin.com/in/kevinpetrovic,S12
155,Josh Leong,Grid,https://linkedin.com/in/thejoshleong,S12
156,Michael Lin,Grid,https://www.linkedin.com/in/mikelin101,S12
157,Matt Monson,Grid,,S12
158,Ben Lerner,DataNitro,https://www.linkedin.com/in/ben-lerner-21341223/,S12
159,Victor Jakubiuk,DataNitro,https://linkedin.com/in/jakubiuk,S12
160,Rosanna Myers,Airshared,https://www.linkedin.com/in/rosannamyers,S12
161,Alex Shkolnik,Airshared,https://www.linkedin.com/in/alexblessing,S12
162,Arjun Vasan,Airshared,https://linkedin.com/in/arjunvasan,S12
163,Tyler Menezes,Framebase,https://www.linkedin.com/in/tylermenezes,S12
164,Paul Cretu,Framebase,https://www.linkedin.com/in/paulcretu/,S12
165,Vu Tran,Framebase,https://linkedin.com/in/vu0tran,S12
166,David Tyler,Framebase,,S12
167,Markus Jura,Testmunk,https://www.linkedin.com/in/martinposchenrieder,S12
168,Martin Poschenrieder,Testmunk,https://www.linkedin.com/in/martinposchenrieder/,S12
169,Austin Lockwood,Arc,https://www.linkedin.com/in/austin-rachlin-lockwood-3339184/,S12
170,Haomiao Huang,Arc,https://www.linkedin.com/in/haomiao-huang-87988222,S12
171,Michael Vitus,Arc,https://www.linkedin.com/in/michael-vitus-b7a7bb4a,S12
172,Gabe Ragland,Imgfave,https://www.linkedin.com/in/gaberagland/,S12
173,Cyrus Lohrasbpour,LeanMarket,https://www.linkedin.com/in/cyruslohrasbpour/,S12
174,Jorge Escobedo,Canopy Labs,https://www.linkedin.com/in/jescob,S12
175,Wojciech Gryc,Canopy Labs,https://linkedin.com/in/wojciechgryc,S12
176,Montana Low,TomoGuides,https://www.linkedin.com/in/montanalow,S12
